Origin,Dest,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
PAK,FRA,,,,,,,,,,,,,,,,,,,,,,134,130,129,125,127,145,157,169,195,236,272,306,338,378
ETH,SYR,,,,,200,350,600,600,600,900,1100,,,210,,100,,,,,,,,1,1,,,,,1,4,8,7,9,7
LBY,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
BGD,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,4,4
BIH,GBR,,,,,,,,,,,,,,,,,,,,,,,,65,,65,65,65,69,71,83,87,93,34,37
COD,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,103,109,105,125,90,83
CMR,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,57,64,74,78,84,102,105,106,82,57
BIH,SVK,,,,,,,,,,,,,,,,,,,,,,,37,37,37,35,35,35,36,38,38,38,1,1,1
IRN,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,5,5,,1,4
UGA,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,21,24,40,48,63,76,81
ETH,PAN,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2
BGR,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7
LKA,CYP,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,4,2,4,5,5,5,6,11
IRQ,PRT,,,,,,,,,,,,,,,,,,,,,,2,3,3,,3,3,4,4,4,4,4,5,5,6
KEN,ETH,,,,,,,,,,,,,,,,,,,4,8188,8433,8678,8671,4941,4783,3,3,5,5,5,,,2644,2645,2732
AGO,AUT,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,23,33,54,79,94,112,131,144,158
ALB,USA,,,,,,,,,,,,,,295,296,349,1628,2711,3127,3298,2954,2611,1999,2286,2886,3549,4174,4534,3952,4004,4399,7792,7749,7232,6721
LKA,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,1,1,1
LBN,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,9,6
AUT,AUS,,,,,,,,,,,,,,,,,,,,,,4,12,12,15,14,13,5,4,,2,2,,,
AFG,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,1,1,1,1,1
NER,NOR,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,12,18,22,22,22,22,22,22
COD,UKR,,,,,,,,,,,,,,,,,,,,,,30,45,45,20,13,14,14,14,13,12,10,11,42,56
BOL,ECU,,,,,,,100,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,CAN,,,,,,,,,,,,,,,,,,,,441,415,390,401,614,,1125,988,895,663,17,18,28,41,73,81
ETH,ISL,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
MRT,NLD,,,,,,,,,,,,,,,,,,10,10,23,49,76,119,132,,172,186,193,201,189,175,140,93,80,62
SVN,CHE,,,,,,,,,,,,,,,,,,,,,,,,1,,2,4,5,4,3,2,2,2,1,1
ZWE,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,6,7,6,6
MLI,UKR,,,,,,,,,,,,,,,,,,,,,,2,5,10,2,2,2,2,2,2,2,2,2,2,2
ARM,SWE,,,,,,,,,,,,,,,,,,,,56,58,60,65,99,,187,245,307,352,346,411,445,566,597,630
CIV,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,29,70,70,59,44
MYS,USA,,,,,,,,,,,,,,,,,,,,,,1,1,6,25,29,,,79,93,130,156,166,170,176
FRA,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,59,58,241,23,15,12,2
MKD,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
MKD,NOR,,,,,,,,,,,,,,,,,,,,,,,1,1,35,37,41,6,6,6,6,6,6,6,6
UZB,ESP,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,2,2
COG,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,
COL,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5
KHM,CHN,,,,,,,,,,,,,,,,,,,,,,24,20,,,,,,,,,,,,
TTO,USA,,,,,,,,,,,,,,,,,,,,,,3,6,7,7,10,,13,12,17,19,33,42,46,49
SEN,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,
ARG,MEX,,,,,,,,980,,,,,,,,,,,27,27,,,2,2,4,4,4,2,,,,,,,
GHA,GMB,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,
ETH,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
PRY,SWE,,,,,,,,,,,,,,,,19,8,5,5,5,5,5,5,5,,4,,,,,,,,,
TUR,FIN,,,,,,,,,,,,,,,,,,,,,,,,154,171,184,263,226,268,294,321,331,328,337,339
TGO,ITA,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,4,,,1,1,,13,37,68,136,228,483,959,1236,1387,1483
AUS,CAN,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,1,2,3,2,2,2
SRB,LKA,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
ETH,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1
ERI,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,7,8,21,48,55,85,105,118
TGO,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
KHM,AUS,,,,,,,,,,,,,,,,,,,,,,1857,1964,1942,1224,615,156,48,27,20,23,15,26,15,16
COL,GTM,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,2,2,2,1,2,2,1,,1
SDN,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1
NGA,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
SRB,BRA,,,,,,,,,,,,,,,,,,,,,28,44,44,49,52,61,64,66,66,64,78,69,70,70,77
CAF,ITA,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,2,2,2,4,4,4,6,10,13
ISR,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
KAZ,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,17,27,42,73,79,90,95
ARM,NOR,,,,,,,,,,,,,,,,,,,,,,,3,3,15,30,64,61,61,69,70,73,81,83,74
CMR,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,4,4
ARM,ROU,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0
CMR,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5
RWA,DNK,,,,,,,,,,,,,,,2,2,1,,4,4,4,4,13,68,105,130,133,175,186,195,198,200,129,113,101
CIV,BFA,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,3,3,5,20,21,21
PER,ARG,,,,,,,,,,,,,,,,,,,45,125,,,,275,299,324,307,324,365,418,457,470,485,618,588
UGA,LSO,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
TJK,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
ESH,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
LKA,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
SOM,SRB,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,0
RUS,SWZ,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,0
LBR,ARG,,,,,,,,,,,,,,,,,,,33,32,,,,48,49,49,49,50,55,63,70,74,75,64,67
CIV,NGA,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,2,3,12,42,43,39,36,36
KEN,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,3,5,5,5
KEN,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,227,217,290,344,284,284,253
HRV,COL,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
IRQ,SVN,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,5,4,4,4,4,5,5
LVA,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
AGO,GBR,,,,,,,,,,,,,,16,66,81,96,108,123,128,146,165,281,340,,1105,1670,2545,3247,3349,3445,3452,3418,3378,3073
BDI,CAN,,,,,,,,,,,,,,,,,,,,476,637,778,900,941,,890,1159,1274,1524,1862,2064,2148,1498,1650,1827
ARM,USA,,,,,,,,,,,,,,,,,,2,30,105,504,904,1209,1534,1989,2806,4127,5143,4537,4600,5150,8039,7831,7731,7569
LBR,GNB,,,,,,,,,,,,,,,,3004,,,100,136,128,120,222,222,233,244,,10,22,22,62,88,96,109,115
SOM,KAZ,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1,1,1,1,1,1,2,2
BDI,ZMB,,,,,,,,,,,,,,,,,,,,,,330,1746,1474,1629,1796,2417,1583,2059,1839,2089,1401,1405,1937,2087
ESP,ITA,,,,,,5,3,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
SAU,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,1
GHA,DNK,,,,,,,,,,,,,,,6,10,10,13,16,16,15,14,14,11,12,8,7,4,1,,,,,1,1
LBN,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8,10,10,12,18,19,19
LBR,JAM,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,
CMR,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5
NGA,BGR,,,,,,,,,,,,,,,,,,,,1,3,5,,,,1,,,2,11,10,10,10,10,10
LBN,BEL,,,,,,,,,,,,,,,,,,,,,,177,177,124,46,88,26,40,32,34,22,14,28,41,50
AGO,SVK,,,,,,,,,,,,,,,,,,,,,,11,20,20,20,22,22,19,19,5,5,2,2,2,2
ERI,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,58,253,416,403,382,379
UKR,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,14,18,21,28
MWI,GBR,,,,,,,,,,,,,,4,4,3,,,,,,,,,,,,,3,9,11,15,19,24,40
GEO,DNK,,,,,,,,,,,,,,,,,,,,,,,1,11,40,46,24,34,35,45,44,44,45,44,37
DZA,MEX,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,,1,1,1,1,1
MRT,GNB,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
MDG,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
IRQ,MLT,,,,,,,,,,,,,,,,,,,136,324,232,141,118,77,50,25,25,57,70,130,110,100,87,68,63
AFG,ROU,,,,,,,,,,,,,,,,,,,,,,7,43,75,222,278,295,295,298,280,280,272,274,230,102
MMR,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
GEO,SWE,,,,,,,,,,,,,,,,,,,,26,28,31,31,33,,40,43,51,78,77,96,106,139,148,165
DOM,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,45,44,7,56,198,148,46
BIH,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,8,8,,,,,
PAK,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,8,,,6
AGO,PAN,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
BTN,SWE,,,,,,,,,,,,,,,,,,,,2,3,4,4,4,,4,5,5,5,4,5,3,2,5,8
SLB,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,22,22,22,27,32,32,32
TUN,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1
EGY,CHE,,,,,,,,,,,,,,,,,,,,,,,,21,31,35,36,30,32,32,31,31,38,36,36
UGA,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2
KEN,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
NAM,KEN,100,60,50,,,,,,,,70,70,70,,,60,,,,,,,,,,,,,,,,1,1,1,1
COG,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,1,0
LBN,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
IRQ,CZE,,,,,,,,,,,,,,,,,,,,,,43,65,72,69,68,67,75,83,86,86,88,102,108,166
EGY,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,0
TZA,AGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,3,3,3,5
SDN,ARG,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,2,3,3,4
DZA,FRA,,,,,,,,,,,,,,,,,,,,20000,10092,185,243,277,305,353,477,604,726,865,1044,1166,1240,1268,1241
UZB,AZE,,,,,,,,,,,,,,,,,,,,29015,32348,35682,35682,33216,33216,,,,,,,,,,
ETH,CIV,,,,,,,,,,,,,,,,,,,10,19,,,17,16,16,13,13,13,13,13,13,10,1,1,1
TZA,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
CIV,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,664,627,813,239,265,307,494
EGY,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0
MKD,CHE,,,,,,,,,,,,,,,,,,,,,,,60,32,42,62,80,84,114,131,145,153,161,160,159
DZA,LBR,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1
ERI,BWA,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,7,8,4,9,9
LKA,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,,1,1,1,1,7
MOZ,NOR,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,2,2,2,2,2,3,3,3
SLE,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0
DNK,CAN,,,,,,,,,,,,,,,,,,,,11,22,34,33,28,,21,3,2,2,2,,,3,3,3
MKD,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,52,41,1,,,,,,
SOM,ETH,,,,,,,,,,,,,60000,350067,324808,386000,513950,406147,228139,269739,278750,287761,249235,195345,180862,121096,67129,37532,28276,16470,15901,16576,25843,33625,58980
TZA,DNK,,,,,,,,,,,,,,,4,,,,,,,,,,,,10,10,10,10,,,,,
HTI,VEN,,,,,,,,,230,310,100,140,80,,,130,130,150,155,149,141,133,60,34,33,32,6,6,6,6,11,14,14,15,15
KAZ,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,
GNB,GAB,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
ERI,SYR,,,,,,,,,,,,,,,,,,,285,254,,,6,3,47,6,11,11,12,8,7,21,12,25,35
SYR,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,
TUN,TUR,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,,,,1,1,2,2,2
MMR,GBR,,,,,,,,,,,,,,7,2,11,15,15,15,15,15,15,15,15,,5,,,40,51,80,196,250,390,517
HRV,NOR,,,,,,,,,,,,,,,,,,,,,,,74,267,1098,1344,1373,1392,1394,1383,1362,1336,1065,904,186
PRK,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,6,7,7,7,8
LBY,TUR,,,,,,,,,,,,,,,,,,,,,,,3,3,1,,,,,,,,,,
CAF,GHA,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,1,1,,,,
BTN,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,204,202,123,73,82,98,98
AUS,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0
GUY,NLD,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,
TJK,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,8,4,4,4,4,9,9,9
ZAF,CAN,,,,,,,,,,,,,,,,,,,,123,82,42,26,17,,26,34,32,32,20,20,16,33,33,38
ZAF,SLE,,,,,,,,,,,,,,,,,,,3,1,1,1,,,,,,,,,,,,,
CMR,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
SAU,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
ALB,PRT,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,,,,,
TGO,BFA,,,,,,,,,,,,,,,,,,,33,,,,72,67,70,69,29,29,29,30,36,27,30,31,32
POL,ITA,,,,,,421,505,635,621,644,775,792,945,964,933,879,729,589,553,442,344,247,63,10,,2,2,2,2,2,1,1,1,1,1
MMR,PHL,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,1,6,3,4,4
LBR,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
TCD,USA,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,46,102,150,156,,,86,85,136,317,260,306,371
SOM,CIV,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,,,,,
HUN,COL,,,,,,,,,,,,,,,,,,,55,55,42,30,30,30,30,30,29,28,28,23,10,10,10,9,7
GNB,HKG,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,0
SEN,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,5
IRQ,*VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SDN,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,12,5,1,1,,,,3
TCD,CHE,,,,,,,,,,,,,,,,,,,,,,,,14,16,19,23,25,25,31,32,36,41,41,45
SWZ,ZWE,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,,,,,
BOL,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121
KAZ,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VNM,PER,,,,,5430,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
BIH,PER,,,,,,,,,,,,,,,,,,,9,9,14,19,13,5,6,6,6,6,6,6,6,6,6,6,6
BDI,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ZWE,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
ERI,YEM,,,,,,,,,,,,,,,,,,,1500,1500,2001,2503,2503,2503,2500,2566,75,71,86,101,122,206,415,603,767
TZA,BWA,,,,,,,,,,,,,,,,,,,1,,,,,,,,9,,,,,,,,
AGO,NGA,,,,,,,,,,,,,,,,,,,10,10,,,13,13,13,14,14,14,13,13,8,8,8,8,8
NER,GAB,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,,1,1,1,1,1,1,1
CHL,CUB,,,,,,,,,,,400,,,,700,,,,163,150,97,44,14,14,11,11,10,10,10,10,10,9,9,,
CIV,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
LKA,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SLV,VEN,,,,,,,,,,,,,,,,,,,11,11,,,1,,,,,,,,,,,,
SDN,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,76,120,152,177,175,173,172,172,168,174
GTM,CUB,,,,,,,,,,,,,,,80,,,,5,2,4,6,6,3,3,3,3,3,3,3,3,3,3,,
ALB,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073,1929,1604,3036,963,1011,1076,2310
EGY,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,5
GIN,NLD,,,,,,,,,,,,,,,,,,9,9,37,60,83,123,189,,440,579,802,893,931,975,1023,1001,1038,1067
NIC,PER,,,,,,,,,,,,,,,,,,,4,4,,,4,,,,,,,,,,,,
AFG,RUS,,,,,,,,,,,,,,,,,,,,,,121,234,376,513,521,491,1493,1541,1488,1294,1202,1315,2365,2079
ARM,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,,,,,
CYP,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,,,1
PHL,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
RUS,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,3,4
SDN,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
ALB,CAN,,,,,,,,,,,,,,,,,,,,228,239,202,215,382,,625,998,1186,1226,1273,1403,1327,2509,2496,2340
ERI,ESP,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,4,4,5,5,14,15,16
COG,ZWE,,,,,,,,,,,,,,,,,,,,,,,1,3,3,,4,6,6,40,,,32,28,32
MRT,DNK,,,,,,,,,,,,,,,,1,2,3,3,3,3,3,7,7,12,11,7,6,6,5,5,5,1,1,1
LBN,BGR,,,,,,,,,,,,,,,,,,,1,1,9,13,,4,4,8,25,22,22,27,23,23,26,27,27
TGO,CHE,,,,,,,,,,,,,,,,,,,,,,,,10,11,18,34,38,64,129,226,381,460,524,590
TUN,BGR,,,,,,,,,,,,,,,,,,,,,,3,,,,6,8,8,9,12,11,12,12,12,12
RWA,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,11,21,35,33,36,76,82,88,88,82
CAF,CIV,,,,,,,,,,,,,,,,,,,6,6,,,1,,,,,20,28,6,6,19,12,16,15
MLI,ARG,,,,,,,,,,,,,,,,,,,5,9,,,,9,10,10,10,10,21,22,19,19,19,16,14
GBR,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8
GIN,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
SLE,AUS,,,,,,,,,,,,,,,,,,,,,,,6,9,37,100,428,680,777,1422,1833,2103,32,30,32
